"Resource Name","Resource Type","Resource Group",Location,Subscription
sf-dev-597,Microsoft.ServiceFabric/clusters,rg-network,eastus2,Subscription-Shared
sb-shrd-598,Microsoft.ServiceBus/namespaces,rg-dev,eastus2,Subscription-Dev
cosmos-shrd-599,Microsoft.DocumentDB/databaseAccounts,rg-dr,francecentral,Subscription-Staging
asp-prod-600,Microsoft.Web/serverfarms,rg-security,westus,Subscription-DR
avset-prod-601,Microsoft.Compute/availabilitySets,rg-cache,centralus,Subscription-Dev
search-dev-602,Microsoft.Search/searchServices,rg-services,eastasia,Subscription-Prod
evhns-shrd-603,Microsoft.EventHub/namespaces,rg-services,westus3,Subscription-Staging
evhns-dev-604,Microsoft.EventHub/namespaces,rg-containers,eastus,Subscription-Dev
appins-prod-605,Microsoft.Insights/components,rg-infra,eastasia,Subscription-Dev
pe-dr-606,Microsoft.Network/privateEndpoints,rg-storage,canadacentral,Subscription-Dev
appgw-dev-607,Microsoft.Network/applicationGateways,rg-infra,eastasia,Subscription-DR
dbr-stg-608,Microsoft.Databricks/workspaces,rg-containers,northeurope,Subscription-Prod
bastion-dev-609,Microsoft.Network/bastionHosts,rg-shared,westus3,Subscription-Staging
nhns-shrd-610,Microsoft.NotificationHubs/namespaces,rg-containers,northeurope,Subscription-Staging
search-dr-611,Microsoft.Search/searchServices,rg-infra,japaneast,Subscription-Prod
asa-stg-612,Microsoft.StreamAnalytics/streamingjobs,rg-infra,northeurope,Subscription-Staging
aa-dr-613,Microsoft.Automation/automationAccounts,rg-production,brazilsouth,Subscription-DR
appgw-dev-614,Microsoft.Network/applicationGateways,rg-integration,brazilsouth,Subscription-Prod
evgt-shrd-615,Microsoft.EventGrid/topics,rg-production,uksouth,Subscription-DR
appconfig-stg-616,Microsoft.AppConfiguration/configurationStores,rg-monitoring,westeurope,Subscription-Dev
avset-prod-617,Microsoft.Compute/availabilitySets,rg-services,eastasia,Subscription-Shared
search-prod-618,Microsoft.Search/searchServices,rg-storage,eastus2,Subscription-Staging
tsi-dev-619,Microsoft.TimeSeriesInsights/environments,rg-integration,eastus,Subscription-Prod
lb-dev-620,Microsoft.Network/loadBalancers,rg-network,uksouth,Subscription-Shared
aa-prod-621,Microsoft.Automation/automationAccounts,rg-dr,southeastasia,Subscription-Prod
privdns-prod-622,Microsoft.Network/privateDnsZones,rg-integration,brazilsouth,Subscription-Dev
fw-stg-623,Microsoft.Network/azureFirewalls,rg-monitoring,canadacentral,Subscription-Dev
signalr-prod-624,Microsoft.SignalRService/signalR,rg-network,eastus,Subscription-Prod
dbr-shrd-625,Microsoft.Databricks/workspaces,rg-dev,australiaeast,Subscription-Staging
cdn-shrd-626,Microsoft.Cdn/profiles,rg-functions,westus2,Subscription-Staging
asp-prod-627,Microsoft.Web/serverfarms,rg-security,koreacentral,Subscription-Staging
vnetgw-dev-628,Microsoft.Network/virtualNetworkGateways,rg-storage,brazilsouth,Subscription-Shared
cosmos-prod-629,Microsoft.DocumentDB/databaseAccounts,rg-core,westus2,Subscription-Dev
aks-shrd-630,Microsoft.ContainerService/managedClusters,rg-functions,northeurope,Subscription-Dev
vnet-prod-631,Microsoft.Network/virtualNetworks,rg-dev,koreacentral,Subscription-Shared
dbr-shrd-632,Microsoft.Databricks/workspaces,rg-network,southindia,Subscription-Prod
sqlsrv-prod-633,Microsoft.Sql/servers,rg-shared,uksouth,Subscription-Shared
sb-dr-634,Microsoft.ServiceBus/namespaces,rg-network,francecentral,Subscription-Shared
aa-prod-635,Microsoft.Automation/automationAccounts,rg-containers,japaneast,Subscription-Dev
dns-prod-636,Microsoft.Network/dnsZones,rg-cache,francecentral,Subscription-Staging
apim-prod-637,Microsoft.ApiManagement/service,rg-functions,southeastasia,Subscription-Shared
vnet-dev-638,Microsoft.Network/virtualNetworks,rg-core,canadacentral,Subscription-Dev
er-dr-639,Microsoft.Network/expressRouteCircuits,rg-core,brazilsouth,Subscription-Dev
nhns-prod-640,Microsoft.NotificationHubs/namespaces,rg-storage,japaneast,Subscription-Dev
webapp-dr-641,Microsoft.Web/sites,rg-services,koreacentral,Subscription-Staging
disk-dev-642,Microsoft.Compute/disks,rg-security,southindia,Subscription-Prod
asa-dr-643,Microsoft.StreamAnalytics/streamingjobs,rg-monitoring,australiaeast,Subscription-Staging
blk-dr-644,Microsoft.Blockchain/blockchainMembers,rg-backup,northeurope,Subscription-Dev
vnetgw-dr-645,Microsoft.Network/virtualNetworkGateways,rg-core,southeastasia,Subscription-DR
dbr-stg-646,Microsoft.Databricks/workspaces,rg-staging,eastus2,Subscription-Staging
sb-dr-647,Microsoft.ServiceBus/namespaces,rg-dev,francecentral,Subscription-Prod
aa-dr-648,Microsoft.Automation/automationAccounts,rg-integration,westus3,Subscription-Dev
appconfig-dev-649,Microsoft.AppConfiguration/configurationStores,rg-functions,eastasia,Subscription-Shared
vpngw-prod-650,Microsoft.Network/vpnGateways,rg-integration,centralus,Subscription-Dev
conn-stg-651,Microsoft.Web/connections,rg-webapp,australiaeast,Subscription-DR
tm-shrd-652,Microsoft.Network/trafficManagerProfiles,rg-core,westus3,Subscription-Staging
cosmos-dev-653,Microsoft.DocumentDB/databaseAccounts,rg-shared,eastus2,Subscription-Shared
role-dev-654,Microsoft.Authorization/roleAssignments,rg-shared,koreacentral,Subscription-DR
dms-shrd-655,Microsoft.DataMigration/services,rg-network,westeurope,Subscription-Staging
appgw-shrd-656,Microsoft.Network/applicationGateways,rg-webapp,westus3,Subscription-Dev
sf-prod-657,Microsoft.ServiceFabric/clusters,rg-dr,brazilsouth,Subscription-Prod
iothub-dr-658,Microsoft.Devices/IotHubs,rg-monitoring,uksouth,Subscription-Prod
tsi-shrd-659,Microsoft.TimeSeriesInsights/environments,rg-services,northeurope,Subscription-DR
actgrp-dr-660,Microsoft.Insights/actionGroups,rg-dev,uksouth,Subscription-DR
tm-shrd-661,Microsoft.Network/trafficManagerProfiles,rg-functions,westeurope,Subscription-Staging
rt-dev-662,Microsoft.Network/routeTables,rg-storage,westus,Subscription-Dev
nic-shrd-663,Microsoft.Network/networkInterfaces,rg-containers,francecentral,Subscription-Staging
asp-dev-664,Microsoft.Web/serverfarms,rg-network,koreacentral,Subscription-Staging
privdns-dev-665,Microsoft.Network/privateDnsZones,rg-containers,eastus2,Subscription-DR
rt-shrd-666,Microsoft.Network/routeTables,rg-integration,westus,Subscription-Shared
aml-shrd-667,Microsoft.MachineLearningServices/workspaces,rg-aks,eastus,Subscription-DR
avset-shrd-668,Microsoft.Compute/availabilitySets,rg-staging,westus3,Subscription-DR
actgrp-dr-669,Microsoft.Insights/actionGroups,rg-network,westus3,Subscription-Dev
psql-dev-670,Microsoft.DBforPostgreSQL/servers,rg-webapp,westus,Subscription-Staging
snapshot-dr-671,Microsoft.Compute/snapshots,rg-staging,westeurope,Subscription-Prod
sqldb-dev-672,Microsoft.Sql/servers/databases,rg-infra,koreacentral,Subscription-DR
mi-dev-673,Microsoft.ManagedIdentity/userAssignedIdentities,rg-cache,brazilsouth,Subscription-DR
sqlsrv-shrd-674,Microsoft.Sql/servers,rg-shared,koreacentral,Subscription-Dev
fd-dr-675,Microsoft.Network/frontDoors,rg-dr,northeurope,Subscription-Prod
ci-prod-676,Microsoft.ContainerInstance/containerGroups,rg-backup,canadacentral,Subscription-Prod
dns-dev-677,Microsoft.Network/dnsZones,rg-integration,australiaeast,Subscription-DR
adf-shrd-678,Microsoft.DataFactory/factories,rg-backup,westus,Subscription-Shared
iothub-dr-679,Microsoft.Devices/IotHubs,rg-webapp,westeurope,Subscription-DR
cosmos-shrd-680,Microsoft.DocumentDB/databaseAccounts,rg-database,centralus,Subscription-Staging
cog-prod-681,Microsoft.CognitiveServices/accounts,rg-database,northeurope,Subscription-Prod
tm-dev-682,Microsoft.Network/trafficManagerProfiles,rg-webapp,westus2,Subscription-Staging
evhns-dev-683,Microsoft.EventHub/namespaces,rg-aks,japaneast,Subscription-Prod
kv-dev-684,Microsoft.KeyVault/vaults,rg-functions,brazilsouth,Subscription-Prod
ci-shrd-685,Microsoft.ContainerInstance/containerGroups,rg-production,australiaeast,Subscription-Staging
appins-stg-686,Microsoft.Insights/components,rg-staging,koreacentral,Subscription-DR
vnetgw-stg-687,Microsoft.Network/virtualNetworkGateways,rg-functions,northeurope,Subscription-DR
dbr-dev-688,Microsoft.Databricks/workspaces,rg-cache,koreacentral,Subscription-DR
logic-shrd-689,Microsoft.Logic/workflows,rg-core,japaneast,Subscription-DR
adf-stg-690,Microsoft.DataFactory/factories,rg-backup,eastasia,Subscription-Dev
health-dr-691,Microsoft.HealthcareApis/services,rg-backup,northeurope,Subscription-DR
role-dev-692,Microsoft.Authorization/roleAssignments,rg-production,australiaeast,Subscription-DR
conn-shrd-693,Microsoft.Web/connections,rg-shared,westus2,Subscription-Dev
lb-prod-694,Microsoft.Network/loadBalancers,rg-dr,eastus2,Subscription-Staging
psql-prod-695,Microsoft.DBforPostgreSQL/servers,rg-aks,westus2,Subscription-Shared
batch-dr-696,Microsoft.Batch/batchAccounts,rg-aks,uksouth,Subscription-Dev
rsv-dev-697,Microsoft.RecoveryServices/vaults,rg-security,japaneast,Subscription-Dev
tm-dev-698,Microsoft.Network/trafficManagerProfiles,rg-containers,brazilsouth,Subscription-Dev
avset-dev-699,Microsoft.Compute/availabilitySets,rg-database,canadacentral,Subscription-Staging
nhns-stg-700,Microsoft.NotificationHubs/namespaces,rg-monitoring,japaneast,Subscription-DR
lb-stg-701,Microsoft.Network/loadBalancers,rg-core,westus3,Subscription-Shared
vpngw-prod-702,Microsoft.Network/vpnGateways,rg-services,northeurope,Subscription-DR
search-shrd-703,Microsoft.Search/searchServices,rg-integration,eastasia,Subscription-DR
dms-prod-704,Microsoft.DataMigration/services,rg-containers,eastasia,Subscription-DR
appins-dr-705,Microsoft.Insights/components,rg-storage,canadacentral,Subscription-Prod
apim-stg-706,Microsoft.ApiManagement/service,rg-containers,eastus,Subscription-Staging
aa-shrd-707,Microsoft.Automation/automationAccounts,rg-security,southindia,Subscription-Staging
asp-shrd-708,Microsoft.Web/serverfarms,rg-storage,francecentral,Subscription-Dev
aa-dev-709,Microsoft.Automation/automationAccounts,rg-shared,westus2,Subscription-Dev
relay-prod-710,Microsoft.Relay/namespaces,rg-storage,centralus,Subscription-Shared
webapp-prod-711,Microsoft.Web/sites,rg-production,eastasia,Subscription-Staging
vmss-dev-712,Microsoft.Compute/virtualMachineScaleSets,rg-shared,eastus2,Subscription-DR
tsi-prod-713,Microsoft.TimeSeriesInsights/environments,rg-shared,eastasia,Subscription-Dev
search-stg-714,Microsoft.Search/searchServices,rg-integration,westus2,Subscription-DR
blob-shrd-715,Microsoft.Storage/storageAccounts/blobServices,rg-monitoring,westus,Subscription-Staging
nhns-prod-716,Microsoft.NotificationHubs/namespaces,rg-infra,centralus,Subscription-Dev
rt-dr-717,Microsoft.Network/routeTables,rg-containers,southindia,Subscription-Prod
privdns-prod-718,Microsoft.Network/privateDnsZones,rg-aks,westus,Subscription-Shared
asp-dr-719,Microsoft.Web/serverfarms,rg-integration,eastasia,Subscription-Dev
nhns-dev-720,Microsoft.NotificationHubs/namespaces,rg-functions,southeastasia,Subscription-Staging
appgw-prod-721,Microsoft.Network/applicationGateways,rg-cache,southeastasia,Subscription-Dev
kv-prod-722,Microsoft.KeyVault/vaults,rg-backup,canadacentral,Subscription-Staging
avset-shrd-723,Microsoft.Compute/availabilitySets,rg-webapp,northeurope,Subscription-Shared
vmss-stg-724,Microsoft.Compute/virtualMachineScaleSets,rg-storage,southindia,Subscription-Dev
aa-dr-725,Microsoft.Automation/automationAccounts,rg-production,northeurope,Subscription-Staging
nsg-prod-726,Microsoft.Network/networkSecurityGroups,rg-production,canadacentral,Subscription-DR
appgw-prod-727,Microsoft.Network/applicationGateways,rg-database,brazilsouth,Subscription-Shared
vpngw-shrd-728,Microsoft.Network/vpnGateways,rg-infra,francecentral,Subscription-Staging
pe-dr-729,Microsoft.Network/privateEndpoints,rg-security,brazilsouth,Subscription-Shared
rsv-stg-730,Microsoft.RecoveryServices/vaults,rg-dr,australiaeast,Subscription-Prod
syn-prod-731,Microsoft.Synapse/workspaces,rg-cache,eastus2,Subscription-Shared
privdns-dev-732,Microsoft.Network/privateDnsZones,rg-core,uksouth,Subscription-Shared
blk-shrd-733,Microsoft.Blockchain/blockchainMembers,rg-webapp,eastasia,Subscription-Shared
fd-dev-734,Microsoft.Network/frontDoors,rg-cache,westus3,Subscription-Shared
vmss-dr-735,Microsoft.Compute/virtualMachineScaleSets,rg-shared,eastus,Subscription-Dev
aml-shrd-736,Microsoft.MachineLearningServices/workspaces,rg-cache,koreacentral,Subscription-Prod
image-prod-737,Microsoft.Compute/images,rg-backup,southeastasia,Subscription-Shared
mysql-shrd-738,Microsoft.DBforMySQL/servers,rg-functions,canadacentral,Subscription-Dev
kv-shrd-739,Microsoft.KeyVault/vaults,rg-database,southeastasia,Subscription-Prod
webapp-stg-740,Microsoft.Web/sites,rg-integration,centralus,Subscription-Staging
asa-dr-741,Microsoft.StreamAnalytics/streamingjobs,rg-storage,francecentral,Subscription-DR
vm-shrd-742,Microsoft.Compute/virtualMachines,rg-production,koreacentral,Subscription-Dev
batch-dev-743,Microsoft.Batch/batchAccounts,rg-backup,francecentral,Subscription-Dev
avset-stg-744,Microsoft.Compute/availabilitySets,rg-functions,eastus,Subscription-DR
sqldb-stg-745,Microsoft.Sql/servers/databases,rg-monitoring,southindia,Subscription-Dev
storage-shrd-746,Microsoft.Storage/storageAccounts,rg-staging,southeastasia,Subscription-Staging
privdns-dev-747,Microsoft.Network/privateDnsZones,rg-infra,brazilsouth,Subscription-Shared
relay-shrd-748,Microsoft.Relay/namespaces,rg-shared,uksouth,Subscription-Prod
iothub-stg-749,Microsoft.Devices/IotHubs,rg-backup,southindia,Subscription-Shared
dns-prod-750,Microsoft.Network/dnsZones,rg-network,westus,Subscription-Dev
nic-prod-751,Microsoft.Network/networkInterfaces,rg-security,westus,Subscription-Staging
dns-shrd-752,Microsoft.Network/dnsZones,rg-webapp,eastus2,Subscription-Prod
signalr-prod-753,Microsoft.SignalRService/signalR,rg-infra,uksouth,Subscription-Shared
psql-prod-754,Microsoft.DBforPostgreSQL/servers,rg-infra,westeurope,Subscription-Prod
tm-dr-755,Microsoft.Network/trafficManagerProfiles,rg-monitoring,westus3,Subscription-Dev
psql-dev-756,Microsoft.DBforPostgreSQL/servers,rg-services,centralus,Subscription-Staging
signalr-stg-757,Microsoft.SignalRService/signalR,rg-core,centralus,Subscription-Dev
lb-prod-758,Microsoft.Network/loadBalancers,rg-aks,southindia,Subscription-Staging
fw-dr-759,Microsoft.Network/azureFirewalls,rg-dr,southindia,Subscription-Shared
dns-shrd-760,Microsoft.Network/dnsZones,rg-backup,westeurope,Subscription-Shared
apim-dev-761,Microsoft.ApiManagement/service,rg-backup,koreacentral,Subscription-DR
role-shrd-762,Microsoft.Authorization/roleAssignments,rg-staging,uksouth,Subscription-Shared
syn-stg-763,Microsoft.Synapse/workspaces,rg-functions,southindia,Subscription-Shared
nsg-dr-764,Microsoft.Network/networkSecurityGroups,rg-dev,westus3,Subscription-Prod
mariadb-stg-765,Microsoft.DBforMariaDB/servers,rg-webapp,canadacentral,Subscription-Shared
sqlsrv-dev-766,Microsoft.Sql/servers,rg-dev,southindia,Subscription-Prod
dms-shrd-767,Microsoft.DataMigration/services,rg-network,japaneast,Subscription-Prod
disk-shrd-768,Microsoft.Compute/disks,rg-services,eastus,Subscription-Staging
relay-dev-769,Microsoft.Relay/namespaces,rg-staging,koreacentral,Subscription-Prod
disk-prod-770,Microsoft.Compute/disks,rg-staging,eastus2,Subscription-Staging
aks-prod-771,Microsoft.ContainerService/managedClusters,rg-staging,koreacentral,Subscription-Dev
pip-prod-772,Microsoft.Network/publicIPAddresses,rg-network,uksouth,Subscription-Dev
search-dev-773,Microsoft.Search/searchServices,rg-dr,northeurope,Subscription-Dev
fw-dr-774,Microsoft.Network/azureFirewalls,rg-dr,koreacentral,Subscription-Prod
cdn-dev-775,Microsoft.Cdn/profiles,rg-webapp,southeastasia,Subscription-Shared
aks-shrd-776,Microsoft.ContainerService/managedClusters,rg-dev,centralus,Subscription-Dev
avset-stg-777,Microsoft.Compute/availabilitySets,rg-security,eastus2,Subscription-Staging
vnetgw-shrd-778,Microsoft.Network/virtualNetworkGateways,rg-webapp,eastasia,Subscription-Prod
evgt-stg-779,Microsoft.EventGrid/topics,rg-functions,japaneast,Subscription-DR
bastion-stg-780,Microsoft.Network/bastionHosts,rg-staging,eastus,Subscription-Dev
vpngw-dr-781,Microsoft.Network/vpnGateways,rg-infra,uksouth,Subscription-Prod
image-prod-782,Microsoft.Compute/images,rg-backup,westus,Subscription-Staging
privdns-prod-783,Microsoft.Network/privateDnsZones,rg-security,eastus2,Subscription-Staging
vnetgw-prod-784,Microsoft.Network/virtualNetworkGateways,rg-storage,southeastasia,Subscription-Staging
psql-dr-785,Microsoft.DBforPostgreSQL/servers,rg-webapp,uksouth,Subscription-Staging
aa-shrd-786,Microsoft.Automation/automationAccounts,rg-backup,centralus,Subscription-Staging
appins-stg-787,Microsoft.Insights/components,rg-shared,westus3,Subscription-Staging
dbr-dev-788,Microsoft.Databricks/workspaces,rg-containers,francecentral,Subscription-Dev
rsv-stg-789,Microsoft.RecoveryServices/vaults,rg-containers,eastus2,Subscription-Prod
appgw-shrd-790,Microsoft.Network/applicationGateways,rg-integration,northeurope,Subscription-Dev
sqlsrv-dev-791,Microsoft.Sql/servers,rg-integration,uksouth,Subscription-Dev
media-dr-792,Microsoft.Media/mediaservices,rg-network,southeastasia,Subscription-Dev
sb-dev-793,Microsoft.ServiceBus/namespaces,rg-security,northeurope,Subscription-Dev
tsi-dr-794,Microsoft.TimeSeriesInsights/environments,rg-core,koreacentral,Subscription-Shared
er-stg-795,Microsoft.Network/expressRouteCircuits,rg-shared,koreacentral,Subscription-Shared
acr-dr-796,Microsoft.ContainerRegistry/registries,rg-webapp,japaneast,Subscription-Prod
appins-dr-797,Microsoft.Insights/components,rg-security,japaneast,Subscription-DR
blob-dr-798,Microsoft.Storage/storageAccounts/blobServices,rg-aks,francecentral,Subscription-Dev
law-dr-799,Microsoft.OperationalInsights/workspaces,rg-functions,northeurope,Subscription-Shared
logic-shrd-800,Microsoft.Logic/workflows,rg-integration,francecentral,Subscription-DR
rsv-dr-801,Microsoft.RecoveryServices/vaults,rg-containers,northeurope,Subscription-Prod
aml-stg-802,Microsoft.MachineLearningServices/workspaces,rg-monitoring,japaneast,Subscription-Staging
kv-stg-803,Microsoft.KeyVault/vaults,rg-production,southindia,Subscription-Staging
vpngw-dev-804,Microsoft.Network/vpnGateways,rg-services,westus3,Subscription-Shared
pe-dr-805,Microsoft.Network/privateEndpoints,rg-containers,southeastasia,Subscription-Prod
alert-dr-806,Microsoft.Insights/metricAlerts,rg-network,francecentral,Subscription-Shared
tm-shrd-807,Microsoft.Network/trafficManagerProfiles,rg-security,westeurope,Subscription-Prod
